PG.ProteinGroups,PG.Genes,PG.ProteinDescriptions,[1] HREC_ETIS_1.raw.PG.Quantity,[2] HREC_ETIS_2.raw.PG.Quantity,[3] HREC_ETIS_3.raw.PG.Quantity,[4] HREC_ETIS_4.raw.PG.Quantity,[5] HREC_IRIS_1.raw.PG.Quantity,[6] HREC_IRIS_2.raw.PG.Quantity,[7] HREC_IRIS_3.raw.PG.Quantity,[8] HREC_IRIS_4.raw.PG.Quantity,[9] HREC_P_1.raw.PG.Quantity,[10] HREC_P_2.raw.PG.Quantity,[11] HREC_P_3.raw.PG.Quantity,[12] HREC_P_4.raw.PG.Quantity
O00267,SUPT5H,Transcription elongation factor SPT5,20080.91602,20554.74805,19008.98828,19241.94141,21118.48828,21511.71875,20207.29297,18966.83008,25631.14453,27199.99609,23886.08203,26412.63477
O00268,TAF4,Transcription initiation factor TFIID subunit 4,2006.805542,2844.099609,2781.864014,2327.131592,2217.793945,2115.505615,2024.757935,1994.5979,2537.561035,2824.819092,3918.893799,2698.919678
O00273,DFFA,DNA fragmentation factor subunit alpha,158199.6563,120191.2969,125500.6406,116338.4141,115603.9922,127005.5078,119975.1953,102883.6641,138596.1094,129015.1484,145356.0313,127896.6016
O00287,RFXAP,Regulatory factor X-associated protein,1810.920776,3356.656006,1894.95166,1307.321045,1472.751831,1569.318726,2197.255371,1120.561768,2707.093018,1790.068726,1651.403931,1535.602661
O00291,HIP1,Huntingtin-interacting protein 1,7798.665039,7090.288574,6942.504395,8167.442871,7567.406738,6487.842285,7291.22168,7408.641602,6742.677734,7115.020996,7158.495605,6194.975098
O00299,CLIC1,Chloride intracellular channel protein 1,937425.9375,1378013.625,1256083.875,1683896.875,1576076.75,1810470,1335348.5,1270081.75,552200.75,750714.875,840940.5625,1072537.875
O00300,TNFRSF11B,Tumor necrosis factor receptor superfamily member 11B,1499.111328,834.3604126,898.6589966,604.2627563,660.6744385,404.5365601,476.6562195,662.6868286,593.7059937,1462.842896,974.7775879,1448.881226
O00303,EIF3F,Eukaryotic translation initiation factor 3 subunit F,113256.1406,128922.7188,143768.6563,139154.4063,127660.7969,182275.6563,151890.6563,161184.2969,140700.7656,152210.0781,117707.0781,137934.2031
O00308,WWP2,NEDD4-like E3 ubiquitin-protein ligase WWP2,3430.258301,1985.709106,2044.935547,2184.737549,2121.819824,1210.328491,2873.331543,2310.583252,2391.425781,3307.48291,4437.861328,2008.480713
O00327,ARNTL,Aryl hydrocarbon receptor nuclear translocator-like protein 1,980.0200195,960.175293,785.5420532,1192.915527,780.6171265,1456.379639,453.0836487,1153.408447,2579.752197,1888.887817,957.9396973,2156.80835
O00329,PIK3CD,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",19340.0957,11097.62402,15329.2041,15640.90234,14420.43066,14165.94043,15920.70313,14916.45898,15237.9248,13515.21191,19287.10938,12286.7334
O00330,PDHX,"Pyruvate dehydrogenase protein X component, mitochondrial",18946.27539,21843.51172,18575.43945,19757.51172,18197.36133,18879.94336,20150.67383,20560.85352,14917.26367,16199.32422,14493.98047,16098.68555
O00338,SULT1C2,Sulfotransferase 1C2,1316.933594,2247.103516,2730.986328,363.1578369,2171.292725,304.8536682,798.0894165,764.8720093,1323.022583,646.9925537,686.1142578,864.7377319
O00358,FOXE1,Forkhead box protein E1,1539.418213,776.8326416,488.3018494,930.3293457,486.1402588,481.8780212,1078.633423,673.5744019,1401.513672,1055.031616,786.973938,1481.951782
O00370,,LINE-1 retrotransposable element ORF2 protein,361.5740662,3603.759521,3473.775391,3644.384766,3095.020752,4673.593262,4295.311035,3993.982666,4346.470215,2772.862305,656.4224854,3728.291748
O00391,QSOX1,Sulfhydryl oxidase 1,7793.107422,7309.353027,6690.757324,8348.103516,5647.415039,3964.496826,8554.286133,7563.717773,6150.386719,7050.325684,8250.115234,6499.258301
O00399,DCTN6,Dynactin subunit 6,179091.7344,184244.125,165493.8906,176906.9375,156870.6563,177173.2344,174243.2656,180968.5313,100650.9141,149974.3438,106512.5703,150623.2344
O00400,SLC33A1,Acetyl-coenzyme A transporter 1,7120.048828,7403.869141,7409.585938,6728.108398,7277.481934,6037.562012,7110.494141,5721.304199,6442.84668,5935.733887,6687.849609,5520.041504
O00401,WASL,Neural Wiskott-Aldrich syndrome protein,34268.23828,28161.31641,24699.32031,27785.02344,28457.74023,16482.35938,28342.1543,31895.99805,22468.45313,24291.14063,24877.47266,24644.16797
O00410,IPO5,Importin-5,159786.75,178701.8594,175038.7031,169381.8594,162476.625,177736.3906,180194.0625,180928.2969,210412.2188,233487.2031,216291.2031,229211.9531
O00411,POLRMT,"DNA-directed RNA polymerase, mitochondrial",5323.677734,4576.864258,5314.522461,4691.592285,3196.105713,4357.755859,5553.218262,4611.536621,6401.93457,7516.202637,6013.873535,6090.542969
O00418,EEF2K,Eukaryotic elongation factor 2 kinase,7653.981934,26590.15625,8225.479492,8369.22168,8337.665039,8182.123047,10471.97266,10381.84277,14990.07813,13095.8418,14624.28027,9950.500977
O00422,SAP18,Histone deacetylase complex subunit SAP18,110940.9766,79073.69531,78392.75,104955.7344,87527.60938,105243.3203,60991.15234,74567.58594,109430.9141,73426.0625,134707.2656,98825.4375
O00423,EML1,Echinoderm microtubule-associated protein-like 1,12747.94043,19268.43555,16240.44238,17928.99609,18783.36328,18845.45117,17272.31836,18385.84375,11166.09766,11675.22168,8721.420898,10754.23438
O00425,IGF2BP3,Insulin-like growth factor 2 mRNA-binding protein 3,112937.5391,95817.33594,103415.375,102146.8203,109627.6016,114288.6172,109881.2813,108561.5234,84530.14063,85059.35156,81703.44531,86799.94531
O00429,DNM1L,Dynamin-1-like protein,193065.5938,198824.4063,191618.6094,194688.8594,197056.8125,193440.6719,219619.875,208207.1406,177736.5625,173234.9531,185153.1094,186580.5938
O00442,RTCA,RNA 3'-terminal phosphate cyclase,123679.6797,131394.5781,128492.6016,134704.7344,126853.5938,123709.3359,121564.5859,122140.6875,81404.17188,84755.53125,73234.27344,89929.08594
O00443,PIK3C2A,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha,27955.91797,24038.98047,25465.45508,24108.08203,23965.42578,23998.66016,25630.55469,23158.06055,23495.14453,23499.86719,25956.29102,24397.00977
O00458,IFRD1,Interferon-related developmental regulator 1,224.32164,1.317368627,417.190033,734.0722046,261.1773987,709.2365112,503.9474487,645.9829712,513.7335205,1229.192261,536.5170288,786.6734619
O00459,PIK3R2,Phosphatidylinositol 3-kinase regulatory subunit beta,4930.157715,3560.835449,4425.994629,3232.536621,3899.045654,2277.672119,2649.567871,4588.07959,7899.423828,2866.679688,5142.383789,2984.227783
O00461,GOLIM4,Golgi integral membrane protein 4,37655.21484,35803.50391,37819.82813,34758.50391,31553.33203,34320.05078,33721.53125,31950.09375,41661.53906,44787.74609,37743.03516,41324.92578
O00462,MANBA,Beta-mannosidase,115996.875,103657.4531,118987.5547,114349.4609,109905.2813,102802.7109,119558.3359,109298.8125,58283.52734,65130.07031,56249.39453,66247.86719
O00463,TRAF5,TNF receptor-associated factor 5,2840.026123,2043.700195,2982.559326,3689.38623,4616.098633,4656.943848,3384.009766,3437.231934,8661.762695,6846.436035,6198.850098,6948.640137
O00468,AGRN,Agrin,63577.19531,62595.66016,59760.08203,58077.55859,63087.62109,59933.0625,56288.02344,61595.49609,63361.86328,64932.30469,63009.94531,62348.21875
O00469,PLOD2,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2",31171.0918,26104.67188,26366.6875,25507.24219,24322.22461,24434.57422,26597.24219,24949.13281,27137.67188,29015.30664,31029.2168,27773.60547
O00470,MEIS1,Homeobox protein Meis1,107.0235519,NaN,NaN,NaN,193.1802521,178.269043,189.973938,81.00720978,373.9514771,1025.4823,NaN,178.9577332
O00471,EXOC5,Exocyst complex component 5,90730.15625,86979.34375,85834.95313,88082.73438,90884.92188,88060.67969,85382.1875,87988.45313,65129.39844,60310.44141,68663.04688,55721.46484
O00478,BTN3A3,Butyrophilin subfamily 3 member A3,7595.525879,6658.825684,5615.30127,5439.501953,5067.523926,5901.775391,5532.566895,4912.981934,3589.856934,4819.870117,2509.64624,5229.849121
O00479,HMGN4,High mobility group nucleosome-binding domain-containing protein 4,863.8613892,868.0275269,4238.727051,1198.638184,991.3967896,3519.19458,1565.848633,737.1248779,41124.33594,2891.479736,185.0262146,235.9092255
O00483,NDUFA4,Cytochrome c oxidase subunit NDUFA4,181784.5313,189138.0156,156577.6094,180287.9688,217124.6563,246148.3281,227066.2031,201044.4063,155476.9219,145647.4375,155056.7031,114224.6875
O00487,PSMD14,26S proteasome non-ATPase regulatory subunit 14,126087.8594,130310.4766,119396.9766,141457.0938,130210.8984,166547.8281,157414.5781,177829.4063,277556.7188,132272.6406,101616.4141,144191.0781
O00488,ZNF593,Zinc finger protein 593,400.704071,526.9703369,609.368042,590.7322998,559.2057495,436.4963074,558.4661865,632.402771,NaN,493.8040161,406.4031982,327.1859436
O00499,BIN1,Myc box-dependent-interacting protein 1,134594.875,126030.75,130807.2734,142626.2344,134624.6719,135015.6875,135243.5156,145306.8281,115450.8594,107497.2188,111619.9453,112354.5703
O00505,KPNA3,Importin subunit alpha-4,51564.54297,29775.35156,30360.30273,36464.62891,27544.95508,41089.30078,33095.29297,39594.61719,37453.79297,45539.06641,43192.875,46272.80078
O00506,STK25,Serine/threonine-protein kinase 25,52083.21484,39938.70313,33868.39063,50419.21484,36666.43359,36681.61719,51806.27344,34147.47266,47093.1875,34187.1875,47702.51953,34398.82422
O00507,USP9Y,Probable ubiquitin carboxyl-terminal hydrolase FAF-Y,57011.64453,55433.53516,57010.44922,56350.23438,52493.16797,61742.05078,52932.82422,59232.51563,51978.26953,52763.42969,52096.65234,51859.62109
O00515,LAD1,Ladinin-1,51050.10547,48580.60547,45254.77344,42801.77734,33219.03125,33604.88672,44014.00391,49284.36719,38424.85156,42469.35547,37635.26953,48749.16797
O00519,FAAH,Fatty-acid amide hydrolase 1,1981.858276,7029.696289,4981.476563,3977.272705,3513.665771,3764.875977,4384.525391,4990.180176,1059.474365,1097.876343,1887.132202,1268.139648
O00522,KRIT1,Krev interaction trapped protein 1,6253.603516,4444.884277,5414.932617,4631.19873,5098.18457,5177.59082,3961.770996,5022.597656,3025.503906,4015.866699,3446.357178,4921.879395
O00534,VWA5A,von Willebrand factor A domain-containing protein 5A,86696.28906,90685.17969,92899.24219,85848.875,84374.44531,77940.89844,78913.13281,81722.60938,47936.75781,59052.27734,52478.42188,58920.50781
O00541,PES1,Pescadillo homolog,30281.19531,38648.67578,37486.96094,40008,33290.66406,33506.50391,33810.45703,34292.875,57966.83203,39396.51563,41924.71484,49443.19922
O00559,EBAG9,Receptor-binding cancer antigen expressed on SiSo cells,NaN,1712.131348,3521.990967,1761.483521,1501.724854,2319.404785,NaN,3583.33374,NaN,3359.187988,NaN,3255.482422
O00560,SDCBP,Syntenin-1,162232.3125,149115.7344,154965.3906,159912.6875,174170.5781,204289.5156,189587.25,189053.9688,186359.2656,233924.5469,188998.3594,213012.6719
O00562,PITPNM1,Membrane-associated phosphatidylinositol transfer protein 1,10295.1377,10203.9707,9689.681641,10069.43848,10745.91406,10700.71875,9383.052734,9671.375977,8378.943359,7803.662109,7681.710938,8189.995605
O00566,MPHOSPH10,U3 small nucleolar ribonucleoprotein protein MPP10,7433.985352,4235.377441,3121.159668,7014.887207,4183.928711,3790.381836,3995.341553,4184.45166,17964.76953,9108.581055,12333.23242,6935.325684
O00567,NOP56,Nucleolar protein 56,108276.9688,126960.1641,125443.75,130586.9063,122451.8281,132145.0938,132689.8281,125306.8281,99875.40625,98560.875,98307.84375,99032.51563
O00571,DDX3X,ATP-dependent RNA helicase DDX3X,309568.2813,242180.9688,269231.9063,268986.2188,272392.2188,307771.4688,304962.7813,324573.6875,362477.3438,348841.2188,370357.125,348010
O00584,RNASET2,Ribonuclease T2,31193.28125,32011.01563,27405.56836,28365.75391,26728.69336,32220.44141,26067.68555,21290.39258,32304.28906,13645.1748,15558.87891,16771.5625
O00622,CCN1,CCN family member 1,1543.401001,1049.285767,1180.894409,656.5352783,1602.654785,1037.515869,1874.318848,1270.622803,835.1218872,905.8218384,1502.158203,784.2034912
O00625,PIR,Pirin,11787.19434,12997.79395,14218.06055,9746.541016,12246.74121,8886.391602,11445.53223,10444.99512,13401.9502,10515.67578,10695.20215,11549.05664
O00628,PEX7,Peroxisomal targeting signal 2 receptor,4164.766602,3139.625,6608.48877,6486.968262,5924.904297,5257.811035,5026.620605,3567.292725,5819.433105,5607.932617,6657.252441,7920.20166
O00629,KPNA4,Importin subunit alpha-3,52706.91406,58376.08984,56892.97266,60316.88281,63163.60547,67276.77344,55583.17969,61345.5625,53831.74219,58063.29688,46724.09766,61375.05859
O00635,TRIM38,E3 ubiquitin-protein ligase TRIM38,10437.28223,11344.26172,6637.956055,6705.055664,6037.226074,7136.540039,8654.75,5203.063965,7721.655762,7241.632813,5177.033691,4452.427734
O00716,E2F3,Transcription factor E2F3,12.51473427,7.826873302,NaN,NaN,NaN,NaN,0.017415209,18.53619576,0.020884808,4.942760944,5.422478676,0.07225737
O00743,PPP6C,Serine/threonine-protein phosphatase 6 catalytic subunit,58160.32813,41027.92969,46939.00781,60066.51172,51124.42188,59652.69531,69319.5625,73853.97656,49099.87109,52889.79688,58248.28125,54608.94922
O00748,CES2,Cocaine esterase,18006.16602,14414.98633,14201.87402,17146.61133,8135.805176,7315.625977,6147.213379,9774.166016,5777.164551,4238.423828,6461.350098,4611.453125
O00750,PIK3C2B,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit beta,1888.248291,1139.521362,842.3415527,836.1970825,745.7223511,546.423645,1422.369995,1131.330811,987.5201416,1990.610962,4308.583496,931.0458374
O00754,MAN2B1,Lysosomal alpha-mannosidase,134089.7656,147655.5,129548.3516,133108.5469,127252.2188,128371.4766,114694.8906,140055.5938,49031.23828,53309.57813,52216.08594,54776.62109
O00755,WNT7A,Protein Wnt-7a,22194.42188,23571.02734,23597.77539,21634.18555,22272.04492,20523.5,23837.70703,20491.27344,16967.625,20272.55273,18332.08203,20988.36328
O00762,UBE2C,Ubiquitin-conjugating enzyme E2 C,2158.354492,2793.354004,1.635880828,396.6261597,3290.366455,2176.082764,3102.130615,2086.915771,9328.001953,9851.383789,9856.480469,9597.373047
O00764,PDXK,Pyridoxal kinase,223373.0469,183512.125,190877.2656,186874.8438,173715.3125,182696.6406,182191.375,181263.9219,246611.9844,229922.0313,213852.7031,222394.9063
O00767,SCD,Stearoyl-CoA desaturase,5598.136719,3981.514404,3854.444092,3359.521729,3496.362305,4099.646973,3456.560791,3915.980957,13084.12012,16394.2793,21263.50391,11521.09961
O14492,SH2B2,SH2B adapter protein 2,NaN,1.635317922,1.248040676,0.977708101,1.087875605,1.901006103,1.578616977,0.988514423,NaN,NaN,NaN,1
O14493;O15551;O95484;P56747,CLDN4;CLDN3;CLDN9;CLDN6,Claudin-4;Claudin-3;Claudin-9;Claudin-6,18621.94336,13835.97363,15135.03809,12918.8584,15523.41602,17323.60938,15994.12891,18811.30078,17514.57227,19912.30859,19587.58789,15942.74512
O14495,PLPP3,Phospholipid phosphatase 3,882.6809082,1265.031128,1668.178955,413.0825806,1201.122925,409.2537537,1153.025391,1085.615601,NaN,1688.031982,157.3822479,615.1633911
O14497,ARID1A,AT-rich interactive domain-containing protein 1A,24049.66406,27415.60547,26548.12109,23250.48242,21600.67969,26404.01172,27907.59766,24851.98438,31265.23633,33339.71484,30447.08984,34783.20313
O14503,BHLHE40,Class E basic helix-loop-helix protein 40,3761.467773,1682.946411,3416.645264,2201.956543,3019.610352,2160.632324,4303.300781,4042.856689,1753.700562,3266.64209,3657.850098,2948.87915
O14508,SOCS2,Suppressor of cytokine signaling 2,1731.6427,2670.270752,1059.530029,1461.721558,1649.086304,2993.127197,3217.512451,3237.484131,1259.425537,2765.259766,2182.131836,3031.780518
O14519,CDK2AP1,Cyclin-dependent kinase 2-associated protein 1,3182.315674,4500.21875,3361.940918,4840.634277,2754.511719,4064.141846,3506.820557,3694.407959,15418.1748,6787.416504,1242.978271,1523.032837
O14521,SDHD,"Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial",6773.043945,5369.874512,7229.23291,3638.482666,4736.630859,2176.909668,2066.993164,2628.013916,15243.93652,2519.983154,11253.33789,8915.787109
O14524,NEMP1,Nuclear envelope integral membrane protein 1,10631.56934,7873.833984,1655.930786,8878.493164,2727.763916,6922.793457,949.4393311,3460.313721,4368.065918,7687.438477,2256.005127,929.8035278
O14530,TXNDC9,Thioredoxin domain-containing protein 9,16058.7168,17952.32617,19578.5625,21698.77344,13742.33691,16682.83789,17834.54102,17731.99609,19010.86523,15261.79492,16985.38867,17371.32422
O14531,DPYSL4,Dihydropyrimidinase-related protein 4,82704.90625,94778.0625,36379.10938,102398.8125,89445.64063,88421.21094,57228.64453,109766.2422,58457.50391,69433.78125,63910.42969,59860.26172
O14544,SOCS6,Suppressor of cytokine signaling 6,686.5540161,1062.182617,538.0215454,611.331604,728.4083252,482.4303284,NaN,NaN,2099.80249,2209.926514,2463.430176,1261.4646
O14545,TRAFD1,TRAF-type zinc finger domain-containing protein 1,5427.016113,7436.825195,5700.296387,10168.58984,10188.82422,8579.806641,6240.391602,3839.248047,5260.755371,4527.114746,4211.422852,3656.869629
O14548,COX7A2L,"Cytochrome c oxidase subunit 7A-related protein, mitochondrial",90448.5625,110858.6797,113136.1406,93549.625,137008.3906,122106.5859,121486.7109,131791.5313,48144.76953,85183.38281,70341.41406,82209.30469
O14558,HSPB6,Heat shock protein beta-6,0.000862127,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.341311693,NaN,NaN
O14561,NDUFAB1,"Acyl carrier protein, mitochondrial",8273.046875,4737.289551,4966.441895,4264.228516,3015.478027,4880.378418,6395.359375,2777.969238,6154.442383,5928.698242,6383.95459,4792.350586
O14562,UBFD1,Ubiquitin domain-containing protein UBFD1,17197.33594,18779.69531,16327.78516,18513.64258,20938.96094,15594.19922,16515.31055,16430.10156,18239.33594,18207.03516,16792.33984,16463.62109
O14569,CYB561D2,Cytochrome b561 domain-containing protein 2,15683.54297,9532.012695,6597.594727,15647.48242,14477.63867,12195.6875,20140.58594,13540.33887,18325.46289,6929.075195,8871.40332,5544.023438
O14578,CIT,Citron Rho-interacting kinase,5588.057617,4079.834961,5002.817383,4193.446777,3919.483154,4081.531738,3849.375977,3420.775391,6733.176758,12845.41406,9060.93457,6760.797852
O14579,COPE,Coatomer subunit epsilon,197575.3906,182633.8281,215994.2656,205167.875,198128.2031,200573.375,196945.6875,192451.8906,156664.7031,166447.9063,175544.0156,185745.2969
O14595,CTDSP2,Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 2,3194.310303,2491.365967,3222.603516,2986.684082,2180.817871,3433.033203,2854.327393,2252.369141,3711.353516,2852.985107,3583.804688,2761.060303
O14602;P47813,EIF1AY;EIF1AX,"Eukaryotic translation initiation factor 1A, Y-chromosomal;Eukaryotic translation initiation factor 1A, X-chromosomal",109800.3594,104070.5859,83613.42969,120660.0469,125560.5,164588.2813,111051.8281,90369.32813,229056.6875,95552.67969,127055,124312.8125
O14613,CDC42EP2,Cdc42 effector protein 2,28810.38281,27444.04492,28588.46484,24818.50977,28270.59375,25473.85547,22695.33203,26656.47656,29988.80664,28527.78125,30542.07422,29093.88672
O14617,AP3D1,AP-3 complex subunit delta-1,55584.39453,54804.67578,60177.53906,59184.21094,58293.37891,61701.13672,57764.57422,58184.95703,51425.14844,49405.28906,50425.69922,51833.49219
O14618,CCS,Copper chaperone for superoxide dismutase,14914.68066,16743.73047,14836.00488,14884.20605,11966.27246,11670.74609,8361.135742,10757.97754,14211.8418,15031.00879,15338.19043,16483.66602
O14628,ZNF195,Zinc finger protein 195,1151.165161,1489.80249,1531.682983,270.0400085,1868.13916,1766.29126,701.4840698,349.9243774,2165.833008,1018.455261,2633.429932,1005.290649
O14639,ABLIM1,Actin-binding LIM protein 1,51197.21094,61010.82031,65866.60938,53901.96094,57592.82031,50191.24609,56744.02734,61462.23438,35789.00391,27954.33203,34105.03906,26222.16992
O14640;P54792,DVL1;DVL1P1,Segment polarity protein dishevelled homolog DVL-1;Putative segment polarity protein dishevelled homolog DVL1P1,7628.439941,6296.545898,10222.56348,7890.831055,4202.002441,6136.696289,12971.14551,7122.10498,21039.75586,19847.61914,5523.057129,30802.93164
O14641,DVL2,Segment polarity protein dishevelled homolog DVL-2,13028.0752,14467.80273,10385.18457,13417.56738,13212.7959,12829.84375,13887.23926,14202.15039,12666.01855,10834.95313,10603.75,10782.44727
O14645,DNALI1,Axonemal dynein light intermediate polypeptide 1,878.6120605,1241.583008,1287.084839,1675.911133,1207.530029,570.7642822,1022.641602,689.7661743,1175.026733,1466.268799,1396.912598,1766.531738
